words,letter
"う-じゆ一:廷儒；一i學理'*-拘泥して*事|:うと*'學 う-し^う：ど-烏集--一^烏の-っ一-一集まること。 烏合o1の^ [句--""ハ蒈子0句] 實意«く，利慾®. t*f.う—1;li*''*'*>''»'-'/''-'>Jr'-'-i*'**-v............................................................................................................................爲uする囲體的のso うじゅうど：：：-氏人K名)(うじ""'•と)。 うじ铲きつ [溫州橘] (卷 [植] 0(うんしゅうみかん] 。(古語)®摘の®種で，蛮柑ょり大きく，味® 酸く|:がい1の0令しよ [羽書K名)うげき(羽®。",u
う，し*う.U [有生] (名] 生命ぁ'*物。生物。,u
"う.し*う*1-有14一(名) [佛] 怫となX素Ko* totの。佛性わる-^の。3-しょう?[う想(名] 右大臣の異稱。 う-しようれ [羽觴3(名)3かづ吾(杯)0丨を飛 «す(匈)宴资如する。じよ*fv,'lil: [有*；一(务 [佛] 此の世|:生活して 悄か有す*—の0水石等の非情のt®u對し，一切 の人間•鳥畜類か含む0",u
"うt*3n [烏城] (名) [地] (「烏」Ur金烏」で、 日の意0旭川のほとり|:めるからいふ] 岡山城0 う-LようCくU""右相國}(名)右大臣の異稱。右相。 r少將。 う-しよ3し*う-:1: t右少將K名] 右近*府° う-じょうし* 3tfTi.•. [右丞相3 (名)(う1-ょ うX右相)0",u
"うじょ*CS-ふ <よう：.UK [羽狀複葉] (名) [植3葉柄®左右兩侧,:二牧以上の小葉*,配列して、鳥® 羽の狀な訂すもの。先端じ|小葉,)る1のか奇败羽 狀*葉、無杳も®か偶數羽狀複葉といふ。ん：：：|? [右少*] (S「べん」(辨] の條か見ょ。",u
うじ*う■みや<:::-•， [羽狀脈}s t植] 網狀 脈葉の一。一條の主脈の左右に枝脈か出し、更に分 れて細脈と*つて烏の羽°狀か«彳もの0梅.組の 葉の類。 「應變の自由を缺くこと。 う-tよと<t有所得] (§ [佛] 物事''-執著しズ う1--らん [烏絲欄] (名)黑い鄹紙。昔、支那で女 が®普な*<|:用ひれもの。,u
"うしろ [後] (名)®前の反對。しりへ。背後。あと。 ©tf0a,£か〇 ©見えぬtこる0かげ〇 @下®(れ0!;)",u
"うしゅ|うすのIリ。据o ®うLろ姿o ®®so將來o I千兩 (句)女の姿®後から見れば甚た美しいことo Iの 自^^自分の氣附かぬ間一^他人は注意するから惡 事は,|ら'1れ易い：と0|辨天(句)「う14千兩」 |:同じ。—を見せる(句)貢けて®げ出す。らLう泰か=■' [後明3 §光線を後方からとる--io 『て迹げよ、つとす*Qこと。 う1ろ-务し1;爱脚;3(名)8あとあし0©背か向け うしろ-あた交 [後頭K名)頭の後部。",u
"うしろ秦ゆみ [後步] 1めとじ^-り。 うしろ-あわせ-""後合] (名)©うしゐとうしるとか向けあふこと0せ*かあ,1,£0©6べこべ0 うしろ-いぶせt {?iB<-(形-)將來の事が不 安心である。 rて0 dtろ-お1- [後押] 0力とおし。®う1る,; うしろ-おび [後-""',""""'l(名)®背後で帶か結ぶこと0 ©若い女o rんぼがへ-^彳るこio うLろ-がえり--後返] (名)うしろ0方へと うLろ-かげ [後影] (名)うしうすが,;0 3しろ-がみ [後髮] (名)後頭部の装。丨を引^る(句)心殘リがして思ひ切る：とがでさ*''0",u
"うしろ，がろ•し{*!:,,<"" [後輕し] (形-)うしろやす10、(古語) 『f:班0 c向班の對) う1-ろ-きず [後疵] (う逃げ行く際''-背部|:受け うしろ-ぎたなtH-t.} [後穢し] (形，一)卑 劣で*く4い。",u
うしろ-<ひ [後頸] ■頸の後方0 う1ろ-ぐら.い{v90!ivH後暗いK形)？しみぐら1」0口«〇,u
"うしろ-ぐら•L{,i-3 [後暗し] (形J) ©ぁとの事が心''-かかつて安心でさ,;い-°う1るめれ10 0不芷の事がもづて孑»*か4?£。©二心があうら1 い。 「斬？と。",u
うLろ-げさ [後袈裟背後からけ3がけ|: うしろ-ごし1;後輿] (名)輿かうしろむき|:かつぐ こio 「かげぐち0 うしろ-KJと [後言かげで人なそtiこと0,u
"うしろ-ざし [後插] (名)女の窗のうしる'""-插彳か んざ10 c前ざし•中ざしの對)",u
うしろ-ざまSS (名)うしろの方。 うしろ-1ぶき [後繁吹] (务う1*からかかる 水又11雨Lぶ％orげ0,u
うしろ-すがた [後姿] (名)背钳の姿。う1ろか うしろ-すけ-••. [後附K名) [文3俳諧連歌で，附 句から前句へ續けて聯辂させること。,u
"う しろ-ず®-... SB(名] ©0こす とおLO後按0 rと0 うしろ-せめ [後攻K名'-,敵の背後から'攻めa'-らしろ-だて [後楣] (名)®うしる|;こ,:'て|:取る tの。後方の防無物oeかげ1'-ゐて援けう人。うし うみ。後援。",u
"うしろらきS附3(名-っしろすが,:。 うしろ-つぶ.て [後礫] (名)®逃げ*がらうL* か向いて礫な投げXこto®®け**''らへらす口な た^くこto 「㊀兩手な背にまは彳：と。 うしろ-で [後手] (务©うし*の方。背面。(古語]  うしろ-どう?! [後堂] (名)堂のうしる|:*名堂0 うUろ-とび [後飛3(名)うしろの方へ飛ぶこと。 う1-ろ-ながれ [後流] (名 [建] 屋根の流の後方 |:あるt®o (前流の對：> 「鉢卷oハ向鉢卷の對；> うしろ-はちまき [後鉢卷] (名)後頭部で結ん(: う1'ろ-はば [後幅] (S背®链目から腋の8目ま で®幅。又、袴のうしろぬ'®(後布] 0幅0らしろばり-おおくち剷：：：：：：一後張大口-名) 大口の後方如太絲の織地|:して、後方を張出し,;1 のo C前張大口の對] ",u
"うしろ-ひも [後紐：！(名)0挎の後部|:附け,:紐。 ©着物のう1-ろ1""-経ひつけて前にま11して結ぶやう |:した附紐。 rしろめたto c古語] らしろ-ベたt tc-L.} [後方痛し] i•ごう ろ-まえ11r [後前] (名)©うしろと前。© 着物か8び«ほマ時、うしると前との布^顔倒マ* こと。 r其の背後から固1-';と0 うしろ-まき [後卷-名)城も攻め圍む敵軍か更1""-",u
"うしろ.ま < [後®] (名)演藤者0座席,う後方1'-强クれ慕。",u
"うLろ-まち [後檔3(名)©袴のう1-*°0か魅ひも,うす布〇0羽織,;どのうしうみ-*の方|:魅ひ つける箱o",u
"うしろ-み1:後見] (名)©陰|:&て人の身の-^,: 彳け，〇こと〇うしろ,;て〇0未成年者*無能力〇戶 主のこう1,んoこうけん0",u
"うしろ-みS身] (名] 衣晋背部。 うしろ-みごろ [後梼}(名)衣服の背部のみごる。 ろ-み•る8"".?} [後見る] (自動、マ上 一)うLろみ^彳る0こうけん彳る0(古語) うしろ-む益^^ゼ-ハ自動^マ上二-っしるみ so (古語) 「向の對> うしろ■む* [後商] (名)背か向けて&Sことo(前 うしろめた-が•る{う--!.-} [後目痛がる] (a 動、ラ四)う1うめ?:く思.ふ0不安心1'-思ふ-古語) うしろ0た-げC後目痛げ] (爸うしるめれい",u
うま。 「こと。又、そ®程度0,u
うしろめた-さ1；後目痛？K名)うしろめたき うしろ8た•し{'':-こ-後目痛し-形二)0後の事が氣|:かかso®•っLaぐらしo (古語] ,u
"うしろめた-istn-3 [後目痛甚し] (形、j )うし*め,;し0(古»«fことo う1-う-めん [後面] (名)頭の後へ面をっけて踊S う1-う-や [後矢K名)敵,'-內應して' 味方の後方 から射る矢0",u
"うしろ-やすt&^-c後安し3(形-)心配が«い0安心で,,る0あと|'-心殘り»,ない0う1ゐがるしo C：慕)ろ-ゆぴ [後指3 (名)0人も背後から指さして 譏ること。©あざけって其の人®非ないふことo Iを差さる(句)かげで®られ4 う1ん-た-有、レ體] (名) [文] 藤原定家0.立て,: 和歌十髋の一で、和轶の表現*內容か幽玄''-する1。 §すf0}(名] 0穀物^Iらげ又11つき碎いて粉と •^、又は姘か捣く订どに用ひる器^多くは木で造リ，I五七",u
"うす---うすし及ぐ3>四め,:1の0物^その中|;入れて杵で捣く〇 「からうマ」「すり、っす」「ふみうす」等4'9,う0 (春) ©上下二箇の0形0石をわ11V、其の面1""-齒をきざ み、其處じ穀粒か入れてゝ上の石か间轉してえか粉1'-彳るtの。ひきう彳(破臼] 。—か6件(句)綠* る卷は遂一一結ぴつく琴陰陽相合ふこ-^—と件 (句)前條|;同じ。§す{--n?} [失す] (自動、サ下二)©見ぇ* <1;る〇訂く«う0©死ぬ0©诚ぴう〇消ぇう0お ちる。 p""l*° •^す^薄^淡ーー接頭-うすい意如ぁらは彳語^—题」 うずB華] (名)昔、草木の枝ゃ造花^冠ゃ*にS して飾とLfttのoかざしo C古語] ",u
"う_ず [||珠}(ガ39唐鞍のし^'*,いの組*へU* けSH珠の形をL7:飾0®うすくら。！くら [雲 珠鞍] (名)虐珠の钸なっけ,:鞍0からぐら0 —丨 ざくら8珠櫻] (名) [植] 概の一種。淡*1色で 眾瓣。",u
"う-ずうづf烏頭] (名)®「とりかぶと」の根。有®で麻解劑|:用ひる。周圍|:ついてゐstのか附子0)とい ふ0©太刀の栴頭に銀で»*の頭な作りっけ,:1の。 うず.，づ [渦] (名)〇蝶旋形,:めぐう水流〇0渦の形 ts樣。I-しお：^ [渦潮] (名] 渦卷く潮。 (古語] ",u
"うず.，づ [珍] (名)貴び8美する意。「丨のみてぐ らJ。(古語] ！はた [珍機] (名)ょい織物。美 しい織物OC古8 rs3ずうづ1;堆] (接頭)うづ,;かい意かぁら|1す語。(古 うす-あお11 [薄澳] (名] 精巧でない*い無文織 物の狩衣0表恶共,:白〇",u
"うす-あお-蘧靑ブ名^^^ては电ょこは靑の織色。®®1-の色目の一。表*青、8,1靑、又11 表黃胥’基は靑^若しくは表褢共に薄靑。^ —の-も んU [薄靑文濃] (名)*靑で模棕な織り出した 織色。 「靑] 。 今す-ぁぉげ”-薄靑毛ズ名ズみすゎぉ^水 *T>す-^•&り [薄明] (名)。ぼんゃリさす光‘日出前^日沒後等に天空のわかるいこと。",u
うすあ含ないう1- [薄商K名)小額の賣貢。,u
うす-あけ [薄緋] (名)茜草で染め?:うマい緋の 色0五位以上の人の着する袍の色目0 うす-あばた一薄痘痕-名-目に立れぬ程のゎぱ れ0うすいto,u
"う.すい4""雨水] (名)©*)まみづ。©二十四氣のI。陰®で正月の中-'う。陽曆二月十九日頃。",u
うすい{-9-.} [薄い] (形)7マし」の口語。3ず-い.っづ* [蹲®K名)、っづくまつてゐる：と。(古語),u
うす-いた [薄板] (名)9うすい枢。©薄''地合の 織物。(厚板の對)®花瓶の下败の方形の蜜。©經木• の巾0廣いt0o,u
うす-いちご [臼苗1(名) [植-っすの气 うす'とうげ¥!| [碓水峠] (名) [地] 群馬縣碓 水郡と長野縣北佐久郡との境|:ぁる山0舊道|;沿ふ 碓水峠11高？一二00米。中山道の險路o日本武尊が*®®時弟橘*な追®ぜられゎ處。新道|:沿ム碓 氷峠は高さ九五六来でデブト式鐵道がぁう。,u
"うす-いも [薄痘痕] (名)う2ばれ。 うす*いろ [薄色] (务©*'-染色。©經(-)は紫 で、,4(-)の白い織色。0挪紫の染色。0嚴3の色目。表11赤みか帶ぴたう,縹®3色、連は紫のtの。 うす•うきぼD [薄浮彫生地の面ょ^'も少 しく隆起するやうにしれ彫刻りうちじくぼり。 うす-うすE薄薄] (副)ほ®か1:。う？マy。い3 さか〇間接,:0 「いらだつさま。 うず■うず(名•副)©少しく勧く？ま。®心の動き うす-うた1臼歌] (名)日‘捣备«がら歌ふ歌0 う-ずえ-:づA卯杖昔、正月上卯の日に、大lsis4-#-朝廷|:桊った杖。桃 の木などか五尺三寸 |:切リ、二本又11四 本づっ束»て五色の絲で卷い,:もの0邪氣かUらふといふ01-ほがい""ほ  [卯杖祝] (名)卯杖か奉る時U桑すう8詞。",u
うすおとL--そ* [薄落染] (名)漸次.下0方へ* く染め落し?:裾模樣。,u
う-ずかい- [鵜使] (名)(うかいX捣飼)。,u
うす-がき [薄柹] (名)—色。しぶいる。,u
うす-がきr薄書] (名)うす禺で»く：と。,u
うす_がすみ [薄霞1-(名)うすいかすみ0 うす-がす•む{sa [薄霞む] (自動，マ0うすくかすむ。,u
"うす-がみ [薄紙] (名)うすい紙。(厚*の對)—を 剝ぐ樣(句)病の日',;日|'-少しづつ«ほる|1,'ふ0 うす-かわ-一:薄皮-务^まくハ膜^❺通い金 閱で作,ntの〇 @皮の斑い肼又(I猫頭0@女子« どの皮腐の白くさめのこまかいこと。",u
"うす-€ [薄着] (名)着物か琢く着る：と0 今-ず#.-.づ-卯月] (名)(うつ""'の花°咲く=:の »] 陰酹四月の異稱。うの,1«づき。丨-4-sv [卯 月島-名-動技とと^す。®**-!の-いみ C卯月-] (名)陰®四月の贫茂祭';""づか2者の 潔齋し,:こと。|-の-はな [卯月花] (名) [植1-うの'1«(卯花)0|-の-みしめ [卯月御標]  (名)卯月の忌,;骶う時、引渡す注連繩。！ばな  [卯月*] (名),-,植 3 しゃく,£げ(«南：う0 うずき-づ上疼] (名)うづくこと。い,:み。 うす#たな•い{""'•'■■.} [薄穢い] (形)「うすぎれ*し」0口語。 「«く吾れ«い0",u
うす-ぎたな.1{MSH-K薄穢し] (形-)何と うす-ぎぬ [薄絹] §地のうマい絹0 うす.ぎぬ [薄衣] (名薄''きも®。*ごるI。,u
"うす.ぎD [薄霧j(名)うすいきり。 rの矢0 うす-き9ふ [薄切斑] (名)黑い斑2の*い切斑 うす-ぎ•る-:••- [薄霧るK自動、ラ四)菰雜が立つo c古語) 「刻1""-痛む。づ告づ合痛むo うず•く •，づ<{!»'HH.H疼く] (自動*力四)時時刻 らず< まり-""蹲] (名)うづくまる：と。蹲踞。 う ずくま•る-<{s6:'--r} [蹲る 3 (自動-フ四)©//_____________一五八______________膝を拆y腰な落してゐAO ©狱などが前足Y立てて 坐*°o rうすくまるc路う)の說0らず<も_う-<{-:-} [蹲まふX自動ノ四) うす-ぐもり [薄*] (名)雲が少しれ«ぴい.てど んょりし?:天氣〇.『趦|:-«.0〇 うす-ぐも•る{?'I',.TH®Sる] (自動、ラ四)* うす.ぐ6•い{2:-3 [薄暗い] (形}？すぐら *->」の口語。",u
うす-ぐら.1{3<:|!う3 [薄暗しK彫-)少しくらい。ほのぐらい^光が菰くて物め形色がぼんやり と見え40,u
う步-く 9げ [薄栗毛] (名] 馬の毛色£。黄色か帶びれ栗毛で®の黑い1の。 「いろ。,u
"うす-くれない^-薄紅-名-っすいくれ打ゐ うす-げしょう-:,! [薄化粧] (名)&っ2リ£化粧する、Iと。",u
"うす-げはい11'""薄粧] (名)前條|;同じ。 うす-けぶD [薄堙] (名)うすい煙。§TUうばい [薄紅梅] (®®t植3紅梅の花® 色のうすい1の0©薄紅梅の花0色の如き染色〇 うす-ごお0-+= [薄氷] (名)®®く張った氷。®氷のひ0''の,1ひつnsま1""-*し,:模様°",u
"うす-ごお.る-う!乂4,':,'':,''} [*氷る] (自動'-フ 四] 薄く凍20",u
うす-こは< [薄琥珀] (名)薄地の琥珀橄。,u
"うす-さ [薄さ] (名)*い：と。又、そ0程度。 うす-ざいts [薄彩色] (名)*く施しれ彩色。 墨,9の上'""-藍.代赭などで«く彩色しれもの0",u
うす•ざ <ら [薄櫻] (名] 0色0-*い®花。0趣⑯^の色目の一^表は白'811*。3すざくら-もえぎ [薄櫻萌黃] (名)趣(3の 色s。表11薄靑、裏11*色。又、表は靑、蒸は蘇芳色。 うすさ* [烏芻沙摩] (名) [SC梵ucchusman]  不淨の意〇厠か守る明王〇眞言宗で祭る0不淨か轉 じて淸浄r-3せる8がめSといふ0,u
"うす t {?i£nM 薄し] (形' 一)e厚くな*'。0®くない〇©輕い。©少い〇淺1'〇0ゅたかで«い〇い。®*悄が少い。誠意が少'•0 Too 今す-じ••••••V [薄也ズ名^熾地又は金屬などの薄いdす-じお11t薄鹽K名)うす''鹽加減。甘鹽。 うす-じき [薄敷j (名) [經] 仲買人が註文^受ける 際1""-、取引所規定®證據金ょり少額の金^数金とし て取引すiこと。 r7:B油0 うす-したじ："".. [薄下地] (名] 鹽如減な薄くし うす-じo [薄知] (名)うtフマ*情を知S。",u
"うす-しろ.L{S<:-L1C薄白し] (形•一)色がさめて1ゐ|?けてゐる0弓ずす•く {i»-1H:,i,.} (_動，力四)篱旮騄ぐ。狼狽す る01'そ4,I く走る。いすすく o (古語)",u
"うずす？る{46:h""a1(自動，ラ四] 群集す兔(古S うす-ずみ [薄墨] (名)0®い8色。©薄墨紙。(古 そ11'かさ®鋈拖)。—がみ！；薄墨紙] (忘 マく L (宿紙：}。！ごろも [薄墨衣] (名] 薄墨0 衣。S色の衣。喪服。！ぞめ [薄墨染] (名) 鼠色。丨の-りんじ [薄墨掄旨] (名)""墨紙卽 ち宿紙一一書いて賜はる綸旨。",u
"うす--そめ [薄染] (名)®色^*く染めろ'-とoe うすぞめ'ろto 1-•ころも [薄染衣] (名)薄い 色|:染め,;衣服0 rかし」®口語9 う ず-たか.い-""'''91,',''''.H 堆い] i「うづれ う ず-たか.t n-*1:-- [堆し] (形、一)tりあ、がって高い。,*つて高い。",u
うす-たけ [臼茸] (名-植] 菌類の一。茶褐色で柄 短く、*の上面が凹んで臼の状4'なす。,u
"う-ずち：.づ-卯槌] (名)昔、卯杖と同じく'正月 初卯の日の視|:用ひれもので、邪氣か拂ふもの。絲 所から內逛|;奉リ、*の御座の西南の柱1:か1?2せ られれ。又、§で1互,:贈り*身|:佩ぴ、室內|:か けてお1'た。桃水又11玉.®;角•象牙*どで、一寸四 方、長さ三寸乃至五寸、廣3一寸位の立方形な造り、 竪|:穴があって、五色の組絲か貫吾垂る。支那*代の 刚卯(|,,),'-模し?:1のといふ0 うす-ちゃ [薄茶] (名)®碾s茶の一種。量^少くろ [薄茶色] (名)うすい茶色。！てまえ11… t薄茶手前] (名)薄茶か出す式。—-ひらてま え：：：：；7 [薄茶平手前] (名)茶の湯0會で會席を 饗し、*か(;て(中立] の後、第||1茶か,:てうこと0 うす-ちCN [薄塵；j (名)金粉のうすい梨地ぬり。む ら«Lvo 「|;ふりわげてうちおみすこと0",u
うすつき-うち [臼搗打] (名)杵で臼6*くやう うす-つ•く {<s-:tu<.} [春く] (自動*力80物か日 U入れて捣く o®日41山の端1'-入らうとする。,u
"う ず，つ•<^{tHH.}(自動、力四)？1'くま K0O うすら-ベ6(名)®極め <薄いこと。©極めて淺 はかなこと。©極16て輕佻薄情,1;と0 うす-てt薄手] (名] ®陶器*ど0こしらへ方の* いこと0®浚い手班0",u
"うす-どO [臼取] (う餅,8の時、水|:*し?:手で 一杵おろマ每r-餅の杵r-粘著するの^防ぐこと。又、 其の人。 「者間11資買成立の機僉の少い：と。",u
"うす-とDひき [薄取引] (名]  [經箱*で、賣貫 うずない- [諾] (名)承諾。うべ*ふこと。(古語]  らす-にお.い""に [薄匂] (名)色な薄くぼ0'すこ と。又、その色0-'■-浮きあがら乜る彫り方。 うすに<_ぼ9 [薄肉彫""名)模様等^少し板® うす-にご薄濁] (名)©うすく濁ること.。©*い濁酒。 「い色の衣。",u
うす-にび [薄飩3 (名)®うす黑い染色。©うす黑 うす-扣ぶ [薄鈍] (名)うす|:ぴ。,u
うす-なり [薄塗K名)®*く塗うこと。又、*の 物。®漆な薄く塗うこと。又、そ0物0,u
うす-ねずみ [薄鼠] (名)うすい凰色。,u
うずの•う-{-:■'} [諾ふ] (他動、ハ©承知 すう0うけびく oハ古語：},u
"うす-の-き [臼木] (名) [植] 石南科の落葉灌木。葉 |1橢圆形若しく11卵形で無柄、*邊|:徽鋸齒か有す S。四月頃，新葉と共*し鐘狀五裂の帶舡白色の合瓣花 4'開を、花後、球形の漿果か結ぴ*熱する。果贸の頭 部が凹んで形狀が臼,:似てゐうから「うマの吾」の稱 がめ•00今^-^ろ^傅純：ーハ名：^才能の普通ょり劣つてドぶいこと。又、その人0§^-^ [0齒] (名)中の凹んで臼の如く""つ,:齒。",u
うす.ば [薄刃] (名)刃をうすくしてこしらへた*,u
"うす.ばか [薄馬鹿K名)うすのみ。 7。 うすば-かげろsly蚊蜻給] i | [励] 脈翅類0昆蟲o ®〆 長三五耗位、翅の開張 約八〇粍。胸部黑褐色 で、灰白色の縦走線が--頭|:~條、朐背|:三條 ある。前後翅端'""-近く，'-'各一箇の白斑が6う。",u
う す-は•v't-fiく] (他動*力四)うLuく。(古語),u
"うす.はた®機] (名)—。 うす-吱た [薄端] (名)金閱製花器0口廣く開4'-廣 口の中央じ^る生け口の筒と瓶形の胴とがつけはづ L4'で3,>るやう|;,£つてゐ*0 「る。",u
うす-ばないろ [薄花色] (名)うすいは«(;い うす-はなごころ [薄花心] (名)情淺くして移4易い心。,u
うす，はなざ <ら [薄花櫻] (名)® [植] 花の色0sい80 ©襲(3の色目の一。表白、**o ©うす は«いろ0 「染め?;もの0,u
"うすはな-ぞめ一:薄花染ズ名-ヮマいは甘だ色1'-*f,す-无J3S [薄張K名) [經3證*金«しに行ふ不正 取引。",u
"うすひき-うた [臼挽歌] (名] うすう,;(日歌)。 うす-びたいsi""薄額] (名)冠の一種。綠か低くつくつ?:冠0 rゐいろ。",u
"うす-ふたあい：：：-""薄二藍] (名)うすいふnfc うナベ [護田鳥] .(名]  [勁] おすめどり0 I-う [護 田鳥尾-名^藓黑い曳-のある邾の羽り矢の羽1'-用ひる。 「(古語) うすべ-どD [臼邊鳥] (名) [動] |:はとリ(0〇",u
うす-べに [薄紅] (§©うすいべ|:いる〇0うマ くつけ?:べ|:0,u
"うす-ベ9 [薄綠] (名)綠をとつ?;ござ。 うず-まき：--""渦卷] (名)0うづまぐこと〇うづ まく水流P.®前項の狀か,£す模様0 ©うどん粉,'-砂 糖^まぜて燒いr:tのか皮と1て饀か包ん?;菓子。 丨-Cもん [渦卷小紋] (名)渦卷の®か模様と LJ:小紋。—-ずけ以 [渦卷漬〗(名'-'胡瓜1""-縱'■-庖丁目を入れ、中子か取って乾かしれtの^卷い て糠と鹽と|;渍け,;*物0 !ポンプ [渦卷啣 ttl(名). [機] 高速度で同轉する車中な流れる液體 の遠心力を利用して’低所じ^る液體‘高所に汲上 げたり、高速度で一所から他所1'-送つ,-'4する爲|: 使用せられる*ンブ。",u
"うず■ま■<-{<»-«|,!.} [渦卷く] (自動，力迎)»く卷きめぐう0 Byfexio 9&",u
"うずsさ•るsi•{^•'■■;i(自動•ラp)雲*ど*, うずま•る--:""':-3る] (自動-フ四)(うす急] 。",u
うす-み！；薄み] (名)うすいこと。又、そ®程度。,u
うずみ-どうふ14.:U埋豆腐] (§細かく切って*れ10腐な椀|:入れ、その上|;飯な盛っれ盒品〇 うずみ-どい--埋樋] (名)土中|:埋め?;樋。 うす-みどU [薄祿] (名)うすいみどyいる。 うす-みの [薄美濃] (名)すさとほa程薄くマいれ 美®•紙。 .,u
"うずみ-び?4 [埋火] (名] 灰|:うづめ,:炭火。 うずみ-もん：-み [埋門] (名)©城の石垣.築地.土摒«どの下方';設け,:小""0©«口|;ぁ4小門0 うす.む{-%むょ？} [薄むK他動、マ下二)うすく すt°oうマく う^る03ず.む■，づむ{s:33む] (他動' マ四)® 土中 や物の中|:入れて8す0うめ^0©粗末«葬4する〇 うず.む.，づ~--^?} [埋む] (他動""マ下二] 前 條！i同じ。 「かく稂むo (古語] ",u
うず.む.，づ~vfls1 [堆む3 (他動.マ四)うづ•た うず-むし：-鬥渦蟲-名：^励謔蟲頬の励物。88,u
うす1-―^*うすむ一五九,u
うすむ----うそう: 魅11細長。皮齒に級毛^有し、鹘か波紋狀ULて游泳彳る。:うす-むらさき [薄紫] (名] うマいむらささ''る0 うすめ [護田鳥] (名] S] おすめどり。,u
うす-4う [薄目3 (名] うマかげん。、っマい程合。 h うす•める{-巧.？} [薄める] (他動*マ下C「.4む」の口晤0,u
"うずめる-^-ぺ会-埋める^他動一下. 1)(うすむ)の口語0一うす-もえぎ [薄萌黃] (名)〇通いtぇざ色。®一趑⑭-の色亨表菰靑^は表ょ^少し礎い斑靑。.うす-もとV 8元手] (名)手うす''資本。一うす-もの [薄物K名)0薄く織った織物。®紗.紹一 の類口うすはれ口うすざぬ。 「模様。一うす-もよう-'1""薄模樣K名)'孑紫に染めた う ず-も•る14{--'-•f.K 埋る] (自動-,フ下二) I 物の下乂は中に^れる。;うず'も.れる-""t""'i??H埋れ SH自; 動、ラ下一)Cうすもる] の口語。-うす-やくそく [薄約束] (名)かりの約束。 硇かでない內約束。一うす-吵# [薄雪] (名)©少1ぱか0降,,:雪0® 菓子の名。雖卵と醞飩粉と%交ぜて製し，砂糖0衣かかけれtoo —-Cんぶ [薄雪昆布] (名)*1通<けづつた昆布で、多く吸物|:用ひる0 I-も i のがたり一:薄雪物語] (名) [文] 作者未詳の假名 一 草子。う永九年の作。深草の固部衞£:と一條殿0身 一 內薄雪姬の悲撾の物語。二册0 -うす-よう"" [薄葉] (名)息子紙0一種で、*く ; すいれも0。薄築紙。う彳やi(*9)o--*fsす-よ*TN•一^-薄樣] (名)°うすくすいゎ烏子紙 又,1雁皮紙C©上方か8く，下方4次第1'-薄くぼかし 染r-LJ:染色。 ス名)うすい衣。(古語) j うす-ら [薄ら] (Sうすら4'OI-ごろも [薄衣]  うずら-7づ上鶉3(名] 0 [勧] *«ゅ)雞類の鳥。形1 一»くふくらみ、難の雛|:似、全身赤栗，色で、黑白色 の縱紋が^る❶肉は美眯^多くは蕕とマる❶原野じ棲み、戒は人家1'-音ふoe棕棚®毛と加*苧とか交 へて,9っれ船稱。®芝展の下棧数。(東京の方曹]  1泰わ&""""鶉合] (名)飼*せる鶉か持*ゥ 弋、その'8*の優劣^定めう會0 !い1- [鶉石]  (名)© [領] 火山°爆發|;際して抛出ぜられう鶸の 菸の石。硫黄島,88の際®出1-た。©小さく圆い瑞 ,aの稱。！がい"" [鴒貝] (名) [動] 八代(-)貝 科の大型の卷良。介殼は_大いさ一0糎許、蝶層11六階 から成リ、外面暗色で、斑紋03まが鷂の羽に似て to !かご [鶉籠3 (名)屋根な絲の網で極め て低く锒っれ方形の骶で’轎か飼ひぉくじ用ひる。 —とうし：；：：：-鶴格子] (名)遊郭の辂子の一 で、形、鲔筂に似れtの。！cろも [鵪衣.] (S (荀子大略篇の語^っ^はざしゎ衣❶敝衣。！だち f鶉立] (名)0用意もなくふと旅立つこと0 ©給仕 8ど彳S時、廻膝なせす1'-、一足で立つこと。1• ち®めん [鶉縮緬] ！：名)雛の太4分--種の縮麵。 !なく 8鳴く] (枕)「ふSJ 8の枕詞0 ! なす [鶉なす] (枕)「い11ひtとほり」0枕飼。 !の [鶉野3(名)9か狩S原野。！の-ころも S衣K名)(うすら•ころも] OI-Q-とu [鶉床]  (务0»'の臥す®。©いぶぜき臥床。！ふ [鶉®]  (名)©茶褐色|:黑白の斑紋ある模様〇0 [_] 羽の斑 文が鯓,:似てゐa擺。！ぶえ [鶉笛] (名)©鶉 狩に镝か誘ひ寄せる爲|""-吹く笛。©笛か""子短く吹 く：と。1•まめ [鶴豆] (名)S植] .「ささげ」の 一種。蔹>""3す、f奇數羽狀m葉of白色， 種子11黑又,1赤褐色で白い斑*'ある。©鶉=|;砂糖 と食鹽とな加へてやはらかく煮詰めれ食品。！も < [鶉奎] (名)0鵪の羽色の如さ木目。®やくす ¥(屋久杉] 。！やき88 (S食物^油でい リつけて鶉色じしれもの。3す6-い：：：-薄氷] (§*く張っれ水。(古語) 丨-の [薄水の3 (枕)「斑うこの枕詞。 「語)",u
うす-6か [薄らか] (名)*いSまっ3リo(古,u
"うす6。ぐ碎：''-- [薄らぐ] (自動：力四)°*<,£s。©輕く*る0衰へる0",u
"うず令ごろも：：：- [鶉衣] (名)t文] 横井也有の 俳文集0卑俗«題目'""-ょっズ自然と人事と^ユーモ ラス|:描寫しれ機|^*こ-0集の特色である〇そ® 歿後、蜀山人*.六樹園|;ょって發刊3れ?;0十二册。 ウス91とう：：：?! [烏蘇里江] (名) [地30^-a R.)*洲國吉林省と0シヤ領沿海縣との境上1'-あ S河で、黑龍江Q1支流。流,1約七0〇粁。",u
